identifier,wiki_url,wiki_snapshot,english_description,chinese_description
DEFAULT_PT_BGLA,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Broken Glass, heavy particles formed when glass breaks under pressure. Meltable. Bagels. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","碎玻璃,玻璃在压力下破碎,熔化后能重新变回玻璃。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_THDR,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"A single-use ball of lightning spawned extremely hot. On contact it damages most matter, creates a strong pressure pulse, and transfers spark to conductors. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",一次性的高温球状闪电。接触物质时会造成破坏并产生强压力脉冲，同时可向导体传递电脉冲。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_PLSM,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"Plasma, extremely hot. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","等离子体,炽热的气体。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_ETRD,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"Electrode. Creates plasma arcs with electricity. (Use sparingly). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","电极,一旦通电会在相邻两个电极之间产生等离子体。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_NICE,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Nitrogen Ice. Very cold, will melt into LN2 when heated only slightly. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","氮冰,氮的固体形式,熔化后变成LN2。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_NBLE,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"Noble Gas. Ionizes into plasma when sparked. Diffuses. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","惰性气体,通电后能电离成等离子体,但只有1600℃左右。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_BTRY,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"Battery. Generates infinite electricity. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","电池,产生无限的电脉冲。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_LCRY,https://powdertoy.co.uk/Wiki/W/Elements:Powered_materials/zh.html,20251212130500,"Liquid Crystal. Changes colour when charged. (PSCN Charges, NSCN Discharges). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","液晶,激活时改变颜色,用P型硅激活,N型硅关闭。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_STKM,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"Stickman. Don't kill him! Control with the arrow keys. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","火柴人,受重力和压力影响,使用方向键来控制其运动,吃PLNT或修改Life值可以修改生命值。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_SWCH,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"Switch. Only conducts when switched on. (PSCN switches on, NSCN switches off). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","开关,从PSCN导入电时可导电,从NSCN导入电时不可导电。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_SMKE,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"Smoke, created by fire. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","烟,火焰冷却到较低温度时会产生烟,可燃烧。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_DESL,https://powdertoy.co.uk/Wiki/W/Elements:Liquids/zh.html,20240528002851,"A light, flammable diesel fuel that ignites when its temperature reaches 335 K or local pressure reaches 5. It also catches fire from ordinary ignition sources and then burns more steadily than oil. Because the pressure and temperature transitions both produce FIRE, compressed or heated pools can ignite across a large area at once.",一种较轻的易燃柴油；温度达到 335 K 或局部压力达到 5 时会点燃成 FIRE，也会被普通点火源引燃，燃烧通常比石油更稳定。由于高压和高温相变都会直接产生火焰，被压缩或整体加热的柴油池可能同时大面积着火。
DEFAULT_PT_COAL,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Coal, Burns very slowly. Gets red when hot. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","煤,缓慢燃烧,燃烧时发红。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_LO2,https://powdertoy.co.uk/Wiki/W/Elements:Liquids/zh.html,20240528002851,"Cryogenic liquid oxygen spawned at 80 K. It changes into gaseous oxygen above 90.1 K and has extremely high flammability, so contact with fire rapidly consumes it and feeds an intense burn. It is a dense liquid oxidiser rather than a fuel that burns slowly on its own.",生成温度为 80 K 的低温液氧。温度高于 90.1 K 时会变成氧气，并且可燃参数极高，因此接触火焰后会被迅速消耗并形成剧烈燃烧。它更像高密度液态氧化剂，而不是会自行缓慢燃烧的普通燃料。
DEFAULT_PT_O2,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"Oxygen gas that strongly supports combustion and can be consumed by fire. It also participates in water formation and several material-specific oxidation reactions. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",强烈助燃并会被火焰消耗的氧气，还参与生成水及多种材料专用的氧化反应；“助燃”比把它简单称作燃料更准确。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_INWR,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"Insulated wire. Only conducts to PSCN, NSCN, WIFI, and SWCH. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","绝缘线,只能在P型硅与N型硅之间传递电脉冲(双向)。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_YEST,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Yeast, grows when warm (~37C). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","酵母,在特定温度范围(29.85℃/303k~43.85℃/317k,不包括边界值)会繁殖。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_DYST,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Dead yeast produced when YEST is overheated or irradiated by neutrons. It converts neighbouring live yeast into DYST and eventually becomes DUST at higher temperature. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",死酵母，由 YEST 过热或受到中子作用后产生。它会把邻近活酵母继续转成 DYST，温度进一步升高后最终变成 DUST；它不是菌丝。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_THRM,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Thermite. Burns into extremely hot molten metal. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","铝热剂,只能与FIRE,PLSM,LAVA,LIFE反应,产生巨大的热量。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_GLOW,https://powdertoy.co.uk/Wiki/W/Elements:Liquids/zh.html,20240528002851,"A luminous liquid whose rendered colour responds to temperature, pressure, air movement, and particle velocity. Photons can pass through it and take on its colour while multiplying. A slow reaction with WATR makes DEUT, consuming the GLOW, and contact with GEL converts the gel into liquid photoresist RSST. These reactions make it useful for optical, pressure, and chemistry demonstrations.",一种会发光的液体，显示颜色随温度、压力、空气运动和粒子速度变化。光子可以穿过它、取得其颜色并增殖。它与 WATR 缓慢反应会生成 DEUT 并消耗自身；接触 GEL 时则把胶体转成液态光刻胶 RSST，适合光学、压力和化学演示。
DEFAULT_PT_BRCK,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Brick, breakable building material. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","砖块,易碎的建筑材料。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_HFLM,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Sub-zero flame. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","冷焰,绝对零度的火焰。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_FIRW,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Fireworks! Colorful, set off by fire. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","烟花,点燃后会升高并爆炸,产生高温和七彩的余烬。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_FUSE,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Burns slowly. Ignites at very high temperatures or when sparked. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","导火索,高温或通电下缓慢燃烧。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_FSEP,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Fuse Powder. Burns slowly like FUSE. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","导火索粉末,像导火索一样缓慢燃烧。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_AMTR,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Anti-Matter, destroys a majority of particles. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","反物质,可以破坏大多数物质并产生低压和光子。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_BCOL,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Broken Coal. Heavy particles, burns slowly. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","煤粉,重粉末,点然后缓慢燃烧。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PCLN,https://powdertoy.co.uk/Wiki/W/Elements:Powered_materials/zh.html,20251212130500,"Powered clone. When activated, duplicates any particles it touches. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","可控复制体,激活时变得和复制体一样。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_HSWC,https://powdertoy.co.uk/Wiki/W/Elements:Powered_materials/zh.html,20251212130500,"Heat switch. Conducts heat only when activated. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","热开关,当激活时才可以导热。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_IRON,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Rusts with salt, can be used for electrolysis of WATR. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","铁,会被,盐水,氧气,水,液氧,腐蚀后变成脆金属,可用于电解水。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_MORT,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"A novelty steam-train particle that moves while emitting smoke. It is a legacy decorative element rather than a general-purpose gas or vehicle. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",会移动并沿途释放烟雾的趣味蒸汽火车粒子，属于保留的装饰性旧元素，并不是普通气体或可操纵载具。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_LIFE,https://powdertoy.co.uk/Wiki/W/Elements:Life.html,20251107123141,"The cellular-automaton element. The default LIFE tool uses Conway's B3/S23 rules, while its subtype selects the other built-in Life rule sets. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",细胞自动机元素。默认 LIFE 工具采用康威生命游戏 B3/S23 规则，其他内置生命规则通过其子类型选择。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_DLAY,https://powdertoy.co.uk/Wiki/W/Elements:Powered_materials/zh.html,20251212130500,"Conducts with temperature-dependent delay. (use HEAT/COOL). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","延时器,当电脉冲通过延时计时会延迟X帧,X等于延时计的温度。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_CO2,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"Carbon Dioxide. Heavy gas, drifts downwards. Carbonates water and turns to dry ice when cold. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","二氧化碳,高密度气体,真空中下沉,与水反应生成苏打水(BUBW),冷却后变成干冰。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_DRIC,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Dry Ice, formed when CO2 is cooled. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","干冰,二氧化碳冷却时形成。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_CBNW,https://powdertoy.co.uk/Wiki/W/Elements:Liquids/zh.html,20240528002851,"Conductive carbonated water that shares ordinary water's freezing and boiling transitions. It slowly decomposes into CO2, especially under negative pressure, and contact with powders or many solids can start a chain release that raises pressure and breaks up a pool. It extinguishes most fire and can react with rubidium. CO2 touching WATR or DSTW can create more CBNW.",可导电的碳酸水，凝固和沸腾规律与普通水相同。它会缓慢分解成 CO2，在负压下尤其明显；接触粉末或多种固体时可能启动连锁释气，抬高压力并使整片液体散开。它能扑灭大多数火焰并可与铷反应，而 CO2 接触 WATR 或 DSTW 时也能生成更多碳酸水。
DEFAULT_PT_STOR,https://powdertoy.co.uk/Wiki/W/Elements:Powered_materials/zh.html,20251212130500,"Storage. Captures and stores a single particle. Releases when charged with PSCN, also passes to PIPE. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","堆栈,吸收一个像素的与之接触的物质,修改它的Ctype值可以使它吸收特定的物质。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PVOD,https://powdertoy.co.uk/Wiki/W/Elements:Powered_materials/zh.html,20251212130500,"Powered VOID. When activated, destroys entering particles. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","可控虚空,一旦激活就如同虚空(VOID)一样,吸收一切物质。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_CONV,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"Converter. Converts everything into whatever it first touches. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","转换器,转换它接触到的物质的Type值为它自身的Ctype值。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_CAUS,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"A corrosive caustic gas that attacks many materials in an acid-like way. It is the gaseous corrosive element, not ordinary carbon dioxide or water vapour. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",会以类似 ACID 的方式腐蚀多种材料的苛性气体，是专用的气态腐蚀元素，并非普通二氧化碳或水蒸气。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_LIGH,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Lightning. Change the brush size to set the size of the lightning. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","闪电,改变笔刷大小可以调整闪电大小和威力。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_TESC,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"A Tesla coil that emits hot LIGH arcs when sparked. Brush size controls the maximum arc length, so large coils can affect a wide area. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",通电后发射高温 LIGH 电弧的特斯拉线圈。笔刷尺寸决定最大放电距离，因此较大线圈会影响更宽的区域。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_DEST,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"More destructive Bomb, can break through virtually anything. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","高爆炸药,几乎可以破坏任何物质。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_SPNG,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Sponge, absorbs water. Is not a moving solid. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","海绵可以从多种元素中(WATR,SLTW,DSTW,FRZW,BUBW,PSTE)吸水。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_RIME,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"A frost solid deposited when water vapour cools rapidly. A spark converts RIME into FOG, providing an electrical route back to a mobile phase. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",水蒸气快速冷却并凝华后形成的霜。电脉冲会把 RIME 转成 FOG，使其重新进入可移动相态。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_FOG,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"Fog, created when an electric current is passed through RIME. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","雾,霜(RIME)受到电脉冲刺激时形成。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_BCLN,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"Breakable Clone. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",可破坏复制体。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
