identifier,display_code,english_name,chinese_name,source_mod,source_id,stable_id,menu_category,element_state,default_enabled,duplicate_of,save_compatibility,implementation_status,test_status,is_duplicate,meson_name,source_file,source_commit,english_description,chinese_description,license,notes,code,zh_name,en_name,module,source,production,uses,hazards,controls,cleanup,status,tests
DEFAULT_PT_VIRS,VIRS,Virus,病毒,The-Powder-Toy/The-Powder-Toy,174,174,SC_LIQUID,liquid,true,,official-locked,implemented,source-verified,false,VIRS,src/simulation/elements/VIRS.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Virus. Turns everything it touches into virus.,"病毒,会将其碰触到的所有物质变成VIRS",GPL-3.0-only,,VIRS,病毒,Virus,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_VRSS,VRSS,Solid Virus,固态病毒,The-Powder-Toy/The-Powder-Toy,175,175,SC_SOLIDS,solid,true,,official-locked,implemented,source-verified,false,VRSS,src/simulation/elements/VRSS.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Solid Virus. Turns everything it touches into virus.,"病毒块,会将其碰触到的所有物质变成VIRS",GPL-3.0-only,,VRSS,固态病毒,Solid Virus,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_VRSG,VRSG,Gas Virus,气态病毒,The-Powder-Toy/The-Powder-Toy,176,176,SC_GAS,gas,true,,official-locked,implemented,source-verified,false,VRSG,src/simulation/elements/VRSG.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Gas Virus. Turns everything it touches into virus.,"病毒气,会将其碰触到的所有物质变成VIRS",GPL-3.0-only,,VRSG,气态病毒,Gas Virus,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_GRVT,GRVT,Graviton,引力子,The-Powder-Toy/The-Powder-Toy,177,177,SC_NUCLEAR,energy,true,,official-locked,implemented,source-verified,false,GRVT,src/simulation/elements/GRVT.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Gravitons. Create Newtonian Gravity.,引力子，会在周围产生额外的牛顿引力场。,GPL-3.0-only,,GRVT,引力子,Graviton,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_DRAY,DRAY,Duplicator Ray,复制射线,The-Powder-Toy/The-Powder-Toy,178,178,SC_ELEC,solid,true,,official-locked,implemented,source-verified,false,DRAY,src/simulation/elements/DRAY.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Duplicator ray. Replicates a line of particles in front of it.,"D射线发射器,会将沿电流方向对前方的所有粒子",GPL-3.0-only,,DRAY,复制射线,Duplicator Ray,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_CRMC,CRMC,Ceramic,陶瓷,The-Powder-Toy/The-Powder-Toy,179,179,SC_SOLIDS,solid,true,,official-locked,implemented,source-verified,false,CRMC,src/simulation/elements/CRMC.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Ceramic. Gets stronger under pressure.,"陶瓷,受压时熔点增加",GPL-3.0-only,,CRMC,陶瓷,Ceramic,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_HEAC,HEAC,Rapid Heat Conductor,高速导热体,The-Powder-Toy/The-Powder-Toy,180,180,SC_SOLIDS,solid,true,,official-locked,implemented,source-verified,false,HEAC,src/simulation/elements/HEAC.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Rapid heat conductor.,"导热体,导热速度比任何其他材料都快",GPL-3.0-only,,HEAC,高速导热体,Rapid Heat Conductor,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_SAWD,SAWD,Sawdust,锯末,The-Powder-Toy/The-Powder-Toy,181,181,SC_POWDERS,powder,true,,official-locked,implemented,source-verified,false,SAWD,src/simulation/elements/SAWD.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Sawdust. Floats on water.,"锯末,轻粉末,可以漂浮在水面上",GPL-3.0-only,,SAWD,锯末,Sawdust,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_POLO,POLO,Polonium,钋,The-Powder-Toy/The-Powder-Toy,182,182,SC_NUCLEAR,powder,true,,official-locked,implemented,source-verified,false,POLO,src/simulation/elements/POLO.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,"Polonium, highly radioactive. Decays into NEUT and heats up.","钋,高放射性,衰变成NEUT并升温",GPL-3.0-only,,POLO,钋,Polonium,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_RFRG,RFRG,Refrigerant Gas,气态制冷剂,The-Powder-Toy/The-Powder-Toy,183,183,SC_GAS,gas,true,,official-locked,implemented,source-verified,false,RFRG,src/simulation/elements/RFRG.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Refrigerant. Heats up and liquefies under pressure.,"制冷剂,一种淡蓝色气体,在2P或更大压力下液化时加热,反之蒸发时冷却",GPL-3.0-only,,RFRG,气态制冷剂,Refrigerant Gas,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_RFGL,RFGL,Liquid Refrigerant,液态制冷剂,The-Powder-Toy/The-Powder-Toy,184,184,SC_LIQUID,liquid,true,,official-locked,implemented,source-verified,false,RFGL,src/simulation/elements/RFGL.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Liquid refrigerant.,液态制冷剂,GPL-3.0-only,,RFGL,液态制冷剂,Liquid Refrigerant,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_LSNS,LSNS,Life Sensor,生命值传感器,The-Powder-Toy/The-Powder-Toy,185,185,SC_SENSOR,solid,true,,official-locked,implemented,source-verified,false,LSNS,src/simulation/elements/LSNS.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,"Life sensor, creates a spark when there's a nearby particle with a life higher than its temperature.","生命探测器,当其周围元素Life值高于传感器温度时,产生电流",GPL-3.0-only,,LSNS,生命值传感器,Life Sensor,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_LDTC,LDTC,Linear Detector,线性探测器,The-Powder-Toy/The-Powder-Toy,186,186,SC_SENSOR,solid,true,,official-locked,implemented,source-verified,false,LDTC,src/simulation/elements/LDTC.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Linear detector. Scans in 8 directions for particles with its ctype and creates a spark on the opposite side.,"线性探测器,从8个方向检测粒子,并在相反方向激发导体",GPL-3.0-only,,LDTC,线性探测器,Linear Detector,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_SLCN,SLCN,Silicon Powder,硅粉,The-Powder-Toy/The-Powder-Toy,187,187,SC_POWDERS,powder,true,,official-locked,implemented,runtime-tested,false,SLCN,src/simulation/elements/SLCN.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Silicon Powder: Sparkling conductive silicon that forms glassy silica when heated in oxygen.,硅粉：闪亮且导电，置于高温氧气中会形成玻璃态二氧化硅。,GPL-3.0-only,Upstream electrical and sparkle behavior is retained with an original bounded hot-oxygen route.,SLCN,硅粉,Silicon Powder,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,runtime-tested
DEFAULT_PT_PTNM,PTNM,Platinum,铂,The-Powder-Toy/The-Powder-Toy,188,188,SC_SOLIDS,solid,true,,official-locked,implemented,source-verified,false,PTNM,src/simulation/elements/PTNM.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Platinum. Catalyzes certain reactions.,"铂,可以催化某些反应",GPL-3.0-only,,PTNM,铂,Platinum,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_VSNS,VSNS,Velocity Sensor,速度传感器,The-Powder-Toy/The-Powder-Toy,189,189,SC_SENSOR,solid,true,,official-locked,implemented,source-verified,false,VSNS,src/simulation/elements/VSNS.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,"Velocity sensor, creates a spark when there's a nearby particle with velocity higher than its temperature.","速度探测器,当速度高于传感器温度的粒子在附近时,会生成电脉冲",GPL-3.0-only,,VSNS,速度传感器,Velocity Sensor,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_ROCK,ROCK,Rock,岩石,The-Powder-Toy/The-Powder-Toy,190,190,SC_SOLIDS,solid,true,,official-locked,implemented,source-verified,false,ROCK,src/simulation/elements/ROCK.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,"Solid, melts into various elements.","岩石,坚固的材料,CNCT可以堆叠在它上面",GPL-3.0-only,,ROCK,岩石,Rock,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_LITH,LITH,Lithium,锂,The-Powder-Toy/The-Powder-Toy,191,191,SC_EXPLOSIVE,powder,true,,official-locked,implemented,source-verified,false,LITH,src/simulation/elements/LITH.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Lithium. Reactive element that explodes on contact with water.,"锂,与水接触会发生爆炸,可用于制造电池",GPL-3.0-only,,LITH,锂,Lithium,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_RSST,RSST,Resist,光刻胶,The-Powder-Toy/The-Powder-Toy,192,192,SC_LIQUID,liquid,true,,official-locked,implemented,source-verified,false,RSST,src/simulation/elements/RSST.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,"Resist. Solidifies on contact with photons, is destroyed by electrons and spark.","光刻胶,遇PHOT固化,会被ELEC和SPRK破坏",GPL-3.0-only,,RSST,光刻胶,Resist,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_RSSS,RSSS,Solid Resist,固化光刻胶,The-Powder-Toy/The-Powder-Toy,193,193,SC_SOLIDS,solid,true,,official-locked,implemented,source-verified,false,RSSS,src/simulation/elements/RSSS.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Solidified resist. Blocks pressure and insulates electricity. Liquefies on contact with neutrons.,"固化光刻胶,绝缘,遇NEUT液化,且会反射PHOT",GPL-3.0-only,,RSSS,固化光刻胶,Solid Resist,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_BASE,BASE,Base,碱液,The-Powder-Toy/The-Powder-Toy,194,194,SC_LIQUID,liquid,true,,official-locked,implemented,source-verified,false,BASE,src/simulation/elements/BASE.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Caustic base. Corrodes conductive solids and neutralizes acids.,强腐蚀性碱液，会腐蚀导电固体并中和酸。,GPL-3.0-only,,BASE,碱液,Base,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
DEFAULT_PT_SEED,SEED,Seed,种子,The-Powder-Toy/The-Powder-Toy,195,195,SC_POWDERS,powder,true,,official-locked,implemented,source-verified,false,SEED,src/simulation/elements/SEED.cpp,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,Seeds. Put on sand and add water to grow a tree.,"种子,放在沙子上时浇水会生长树木",GPL-3.0-only,,SEED,种子,Seed,official,The-Powder-Toy/The-Powder-Toy,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,upstream_managed_by_official_tpt,implemented,source-verified
RESERVED_PT_196,----,Reserved Slot 196,保留槽位 196,TPT-ZH-OmniPack/reserved,196,196,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 196 is reserved and has no selectable element.,稳定 ID 196 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 196,Reserved Slot 196,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_197,----,Reserved Slot 197,保留槽位 197,TPT-ZH-OmniPack/reserved,197,197,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 197 is reserved and has no selectable element.,稳定 ID 197 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 197,Reserved Slot 197,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_198,----,Reserved Slot 198,保留槽位 198,TPT-ZH-OmniPack/reserved,198,198,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 198 is reserved and has no selectable element.,稳定 ID 198 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 198,Reserved Slot 198,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_199,----,Reserved Slot 199,保留槽位 199,TPT-ZH-OmniPack/reserved,199,199,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 199 is reserved and has no selectable element.,稳定 ID 199 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 199,Reserved Slot 199,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_200,----,Reserved Slot 200,保留槽位 200,TPT-ZH-OmniPack/reserved,200,200,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 200 is reserved and has no selectable element.,稳定 ID 200 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 200,Reserved Slot 200,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_201,----,Reserved Slot 201,保留槽位 201,TPT-ZH-OmniPack/reserved,201,201,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 201 is reserved and has no selectable element.,稳定 ID 201 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 201,Reserved Slot 201,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_202,----,Reserved Slot 202,保留槽位 202,TPT-ZH-OmniPack/reserved,202,202,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 202 is reserved and has no selectable element.,稳定 ID 202 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 202,Reserved Slot 202,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_203,----,Reserved Slot 203,保留槽位 203,TPT-ZH-OmniPack/reserved,203,203,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 203 is reserved and has no selectable element.,稳定 ID 203 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 203,Reserved Slot 203,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_204,----,Reserved Slot 204,保留槽位 204,TPT-ZH-OmniPack/reserved,204,204,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 204 is reserved and has no selectable element.,稳定 ID 204 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 204,Reserved Slot 204,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_205,----,Reserved Slot 205,保留槽位 205,TPT-ZH-OmniPack/reserved,205,205,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 205 is reserved and has no selectable element.,稳定 ID 205 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 205,Reserved Slot 205,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_206,----,Reserved Slot 206,保留槽位 206,TPT-ZH-OmniPack/reserved,206,206,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 206 is reserved and has no selectable element.,稳定 ID 206 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 206,Reserved Slot 206,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_207,----,Reserved Slot 207,保留槽位 207,TPT-ZH-OmniPack/reserved,207,207,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 207 is reserved and has no selectable element.,稳定 ID 207 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 207,Reserved Slot 207,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_208,----,Reserved Slot 208,保留槽位 208,TPT-ZH-OmniPack/reserved,208,208,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 208 is reserved and has no selectable element.,稳定 ID 208 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 208,Reserved Slot 208,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_209,----,Reserved Slot 209,保留槽位 209,TPT-ZH-OmniPack/reserved,209,209,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 209 is reserved and has no selectable element.,稳定 ID 209 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 209,Reserved Slot 209,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_210,----,Reserved Slot 210,保留槽位 210,TPT-ZH-OmniPack/reserved,210,210,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 210 is reserved and has no selectable element.,稳定 ID 210 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 210,Reserved Slot 210,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_211,----,Reserved Slot 211,保留槽位 211,TPT-ZH-OmniPack/reserved,211,211,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 211 is reserved and has no selectable element.,稳定 ID 211 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 211,Reserved Slot 211,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_212,----,Reserved Slot 212,保留槽位 212,TPT-ZH-OmniPack/reserved,212,212,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 212 is reserved and has no selectable element.,稳定 ID 212 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 212,Reserved Slot 212,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_213,----,Reserved Slot 213,保留槽位 213,TPT-ZH-OmniPack/reserved,213,213,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 213 is reserved and has no selectable element.,稳定 ID 213 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 213,Reserved Slot 213,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_214,----,Reserved Slot 214,保留槽位 214,TPT-ZH-OmniPack/reserved,214,214,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 214 is reserved and has no selectable element.,稳定 ID 214 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 214,Reserved Slot 214,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_215,----,Reserved Slot 215,保留槽位 215,TPT-ZH-OmniPack/reserved,215,215,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 215 is reserved and has no selectable element.,稳定 ID 215 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 215,Reserved Slot 215,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
RESERVED_PT_216,----,Reserved Slot 216,保留槽位 216,TPT-ZH-OmniPack/reserved,216,216,RESERVED,reserved,false,,reserved-slot,reserved,lock-verified,false,disabler(),,f28cdcb734c6829ae2f69ca10245d494704a8164,Stable ID 216 is reserved and has no selectable element.,稳定 ID 216 为保留槽位，当前没有可选择元素。,GPL-3.0-only,Reserved compatibility gap; never reuse without an explicit migration.,----,保留槽位 216,Reserved Slot 216,omnipack_reserved,TPT-ZH-OmniPack/reserved,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved_slot_no_element,reserved,lock-verified
